image_path,filename,is_forgery,num_keypoints,num_matches,num_inliers,inlier_ratio,transformation_type,processing_time
../MICC-F220/CRW_4809_scale.jpg,CRW_4809_scale.jpg,True,4132,359,45,0.12534818941504178,scaling_down_rotation_translation,0.10074162483215332
../MICC-F220/CRW_4810_scale.jpg,CRW_4810_scale.jpg,False,3849,295,19,0.06440677966101695,none,0.08597588539123535
../MICC-F220/CRW_4814_scale.jpg,CRW_4814_scale.jpg,False,3128,183,22,0.12021857923497267,none,0.07542920112609863
../MICC-F220/CRW_4815_scale.jpg,CRW_4815_scale.jpg,False,3564,337,24,0.0712166172106825,none,0.08098196983337402
../MICC-F220/CRW_4817_scale.jpg,CRW_4817_scale.jpg,False,3269,287,22,0.07665505226480836,none,0.0748898983001709
../MICC-F220/CRW_4818_scale.jpg,CRW_4818_scale.jpg,False,3368,215,37,0.17209302325581396,none,0.07685708999633789
../MICC-F220/CRW_4820_scale.jpg,CRW_4820_scale.jpg,False,2395,202,34,0.16831683168316833,none,0.0629873275756836
../MICC-F220/CRW_4821_scale.jpg,CRW_4821_scale.jpg,False,2213,115,16,0.1391304347826087,none,0.05981135368347168
../MICC-F220/CRW_4822_scale.jpg,CRW_4822_scale.jpg,False,5272,206,28,0.13592233009708737,none,0.10468053817749023
../MICC-F220/CRW_4823_scale.jpg,CRW_4823_scale.jpg,False,3740,163,31,0.1901840490797546,none,0.08268189430236816
../MICC-F220/CRW_4825_scale.jpg,CRW_4825_scale.jpg,False,3727,174,41,0.23563218390804597,none,0.08325362205505371
../MICC-F220/CRW_4827_scale.jpg,CRW_4827_scale.jpg,False,2343,263,14,0.053231939163498096,none,0.06391119956970215
../MICC-F220/CRW_4829_scale.jpg,CRW_4829_scale.jpg,True,2379,162,18,0.1111111111111111,rotation_scaling_translation,0.06195402145385742
../MICC-F220/CRW_4830_scale.jpg,CRW_4830_scale.jpg,False,3596,169,31,0.1834319526627219,none,0.07913041114807129
../MICC-F220/CRW_4831_scale.jpg,CRW_4831_scale.jpg,False,4149,206,53,0.25728155339805825,rotation_translation,0.08856987953186035
../MICC-F220/CRW_4833_scale.jpg,CRW_4833_scale.jpg,False,3116,264,24,0.09090909090909091,none,0.07368946075439453
../MICC-F220/CRW_4834_scale.jpg,CRW_4834_scale.jpg,False,2509,118,34,0.288135593220339,none,0.06198453903198242
../MICC-F220/CRW_4835_scale.jpg,CRW_4835_scale.jpg,False,5195,140,42,0.3,none,0.09981608390808105
../MICC-F220/CRW_4836_scale.jpg,CRW_4836_scale.jpg,False,2092,131,8,0.061068702290076333,none,0.05814671516418457
../MICC-F220/CRW_4838_scale.jpg,CRW_4838_scale.jpg,False,3823,164,34,0.2073170731707317,none,0.08328604698181152
../MICC-F220/CRW_4839_scale.jpg,CRW_4839_scale.jpg,False,3324,138,39,0.2826086956521739,none,0.0727229118347168
../MICC-F220/CRW_4840_scale.jpg,CRW_4840_scale.jpg,False,4900,155,45,0.2903225806451613,none,0.09651565551757812
../MICC-F220/CRW_4841_scale.jpg,CRW_4841_scale.jpg,False,5721,187,43,0.22994652406417113,none,0.1095728874206543
../MICC-F220/CRW_4842_scale.jpg,CRW_4842_scale.jpg,False,3541,145,37,0.25517241379310346,none,0.07804512977600098
../MICC-F220/CRW_4848_scale.jpg,CRW_4848_scale.jpg,False,3008,321,18,0.056074766355140186,none,0.07083368301391602
../MICC-F220/CRW_4852_scale.jpg,CRW_4852_scale.jpg,False,2005,150,26,0.17333333333333334,none,0.05837607383728027
../MICC-F220/CRW_4853_scale.jpg,CRW_4853_scale.jpg,False,5485,272,65,0.23897058823529413,none,0.10734152793884277
../MICC-F220/CRW_4853tamp1.jpg,CRW_4853tamp1.jpg,False,5455,310,67,0.2161290322580645,none,0.1065058708190918
../MICC-F220/CRW_4853tamp131.jpg,CRW_4853tamp131.jpg,False,5493,304,67,0.22039473684210525,none,0.10672664642333984
../MICC-F220/CRW_4853tamp132.jpg,CRW_4853tamp132.jpg,False,5500,299,69,0.23076923076923078,none,0.1278836727142334
../MICC-F220/CRW_4853tamp133.jpg,CRW_4853tamp133.jpg,False,5502,305,64,0.2098360655737705,none,0.10801911354064941
../MICC-F220/CRW_4853tamp134.jpg,CRW_4853tamp134.jpg,False,5501,307,65,0.21172638436482086,none,0.10795879364013672
../MICC-F220/CRW_4853tamp176.jpg,CRW_4853tamp176.jpg,False,5526,312,65,0.20833333333333334,none,0.10744476318359375
../MICC-F220/CRW_4853tamp237.jpg,CRW_4853tamp237.jpg,False,5498,297,58,0.19528619528619529,none,0.10735821723937988
../MICC-F220/CRW_4853tamp25.jpg,CRW_4853tamp25.jpg,False,5461,296,62,0.20945945945945946,none,0.10764074325561523
../MICC-F220/CRW_4853tamp27.jpg,CRW_4853tamp27.jpg,False,5423,310,65,0.20967741935483872,none,0.1087486743927002
../MICC-F220/CRW_4853tamp37.jpg,CRW_4853tamp37.jpg,False,5452,329,68,0.2066869300911854,none,0.10954523086547852
../MICC-F220/CRW_4901_JFR_scale.jpg,CRW_4901_JFR_scale.jpg,False,517,70,11,0.15714285714285714,none,0.03610086441040039
../MICC-F220/CRW_4901_JFRtamp1.jpg,CRW_4901_JFRtamp1.jpg,True,551,83,18,0.21686746987951808,scaling_up_rotation_translation,0.03734087944030762
../MICC-F220/CRW_4901_JFRtamp131.jpg,CRW_4901_JFRtamp131.jpg,True,557,86,12,0.13953488372093023,scaling_up_rotation_translation,0.038353681564331055
../MICC-F220/CRW_4901_JFRtamp132.jpg,CRW_4901_JFRtamp132.jpg,True,550,78,14,0.1794871794871795,scaling_down_rotation_translation,0.037773847579956055
../MICC-F220/CRW_4901_JFRtamp133.jpg,CRW_4901_JFRtamp133.jpg,True,546,77,12,0.15584415584415584,scaling_down_rotation_translation,0.03735613822937012
../MICC-F220/CRW_4901_JFRtamp134.jpg,CRW_4901_JFRtamp134.jpg,True,551,84,14,0.16666666666666666,scaling_up_rotation_translation,0.03838515281677246
../MICC-F220/CRW_4901_JFRtamp176.jpg,CRW_4901_JFRtamp176.jpg,True,573,87,12,0.13793103448275862,scaling_down_rotation_translation,0.03701066970825195
../MICC-F220/CRW_4901_JFRtamp237.jpg,CRW_4901_JFRtamp237.jpg,True,564,86,11,0.12790697674418605,scaling_down_rotation_translation,0.036785125732421875
../MICC-F220/CRW_4901_JFRtamp25.jpg,CRW_4901_JFRtamp25.jpg,True,544,79,15,0.189873417721519,scaling_up_rotation_translation,0.03775668144226074
../MICC-F220/CRW_4901_JFRtamp27.jpg,CRW_4901_JFRtamp27.jpg,True,549,79,11,0.13924050632911392,scaling_down_rotation_translation,0.03741002082824707
../MICC-F220/CRW_4901_JFRtamp37.jpg,CRW_4901_JFRtamp37.jpg,True,540,80,14,0.175,scaling_up_rotation_translation,0.03790116310119629
../MICC-F220/DSCF10_scale.jpg,DSCF10_scale.jpg,False,3178,135,37,0.2740740740740741,none,0.08892703056335449
../MICC-F220/DSCF11_scale.jpg,DSCF11_scale.jpg,False,2592,138,32,0.2318840579710145,none,0.0754857063293457
../MICC-F220/DSCF12_scale.jpg,DSCF12_scale.jpg,False,4954,143,39,0.2727272727272727,none,0.10498166084289551
../MICC-F220/DSCF13_scale.jpg,DSCF13_scale.jpg,False,2317,185,46,0.24864864864864866,none,0.06792306900024414
../MICC-F220/DSCF14_scale.jpg,DSCF14_scale.jpg,False,4452,124,36,0.2903225806451613,none,0.10454487800598145
../MICC-F220/DSCF15_scale.jpg,DSCF15_scale.jpg,False,4357,105,32,0.3047619047619048,none,0.09516358375549316
../MICC-F220/DSCF16_scale.jpg,DSCF16_scale.jpg,False,3551,173,46,0.2658959537572254,none,0.08474469184875488
../MICC-F220/DSCF1853_scale.jpg,DSCF1853_scale.jpg,False,1681,90,11,0.12222222222222222,none,0.05901312828063965
../MICC-F220/DSCF18_scale.jpg,DSCF18_scale.jpg,False,3103,173,27,0.15606936416184972,none,0.07880520820617676
../MICC-F220/DSCF1_scale.jpg,DSCF1_scale.jpg,False,6253,172,57,0.3313953488372093,rotation_translation,0.12051582336425781
../MICC-F220/DSCF2059_scale.jpg,DSCF2059_scale.jpg,False,3270,143,40,0.27972027972027974,none,0.07955789566040039
../MICC-F220/DSCF2_scale.jpg,DSCF2_scale.jpg,False,2649,157,24,0.15286624203821655,none,0.07249212265014648
../MICC-F220/DSCF3_scale.jpg,DSCF3_scale.jpg,False,1462,127,29,0.2283464566929134,none,0.05723237991333008
../MICC-F220/DSCF4_scale.jpg,DSCF4_scale.jpg,False,1226,77,16,0.2077922077922078,none,0.05197906494140625
../MICC-F220/DSCF5_scale.jpg,DSCF5_scale.jpg,False,3018,170,40,0.23529411764705882,none,0.07743477821350098
../MICC-F220/DSCF6_scale.jpg,DSCF6_scale.jpg,False,1975,133,31,0.23308270676691728,none,0.0626533031463623
../MICC-F220/DSCF7_scale.jpg,DSCF7_scale.jpg,False,1694,73,15,0.2054794520547945,none,0.05934453010559082
../MICC-F220/DSCF8_scale.jpg,DSCF8_scale.jpg,False,4519,176,61,0.3465909090909091,rotation_translation,0.09682154655456543
../MICC-F220/DSCF8tamp1.jpg,DSCF8tamp1.jpg,False,4630,226,63,0.27876106194690264,rotation_translation,0.09940385818481445
../MICC-F220/DSCF8tamp131.jpg,DSCF8tamp131.jpg,False,4674,212,61,0.28773584905660377,rotation_translation,0.09954500198364258
../MICC-F220/DSCF8tamp132.jpg,DSCF8tamp132.jpg,False,4651,218,63,0.2889908256880734,rotation_translation,0.09850668907165527
../MICC-F220/DSCF8tamp133.jpg,DSCF8tamp133.jpg,False,4659,219,63,0.2876712328767123,rotation_translation,0.09917855262756348
../MICC-F220/DSCF8tamp134.jpg,DSCF8tamp134.jpg,False,4642,210,57,0.2714285714285714,rotation_translation,0.10155367851257324
../MICC-F220/DSCF8tamp176.jpg,DSCF8tamp176.jpg,False,4723,244,54,0.22131147540983606,none,0.10249018669128418
../MICC-F220/DSCF8tamp237.jpg,DSCF8tamp237.jpg,False,4715,223,63,0.2825112107623318,rotation_translation,0.10126948356628418
../MICC-F220/DSCF8tamp25.jpg,DSCF8tamp25.jpg,False,4672,241,62,0.2572614107883817,rotation_translation,0.10290741920471191
../MICC-F220/DSCF8tamp27.jpg,DSCF8tamp27.jpg,False,4713,219,63,0.2876712328767123,rotation_translation,0.09955811500549316
../MICC-F220/DSCF8tamp37.jpg,DSCF8tamp37.jpg,False,4696,244,67,0.27459016393442626,rotation_translation,0.1010124683380127
../MICC-F220/DSCF9_scale.jpg,DSCF9_scale.jpg,False,4345,163,44,0.26993865030674846,none,0.09625244140625
../MICC-F220/DSCN2320_scale.jpg,DSCN2320_scale.jpg,False,1871,77,23,0.2987012987012987,none,0.0587162971496582
../MICC-F220/DSCN2321_scale.jpg,DSCN2321_scale.jpg,False,1731,109,21,0.1926605504587156,none,0.05858874320983887
../MICC-F220/DSCN2322_scale.jpg,DSCN2322_scale.jpg,False,1485,44,10,0.22727272727272727,none,0.05569911003112793
